Date_of_Analysis,Scrip,Exchange,Close,Daily_TF_Comment,Weekly_TF_Comment,Monthly_TF_Comment,Overall_Verdict,Buy_Sell_Reco,Score
2026-07-26 18:20,MOTHERSON,NSE_EQ,145.55,"Above rising 50D, bullish stack, +16% vs 200D; mid-range","Above rising 50W, bullish stack, +48% vs 200W; mid-range","Above rising 20M, bullish stack, +49% vs 50M; near highs","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,10.8
2026-07-26 18:20,NESTLEIND,NSE_EQ,1443.5,"Above rising 50D, bullish stack, +9% vs 200D; mid-range","Above rising 50W, bullish stack, +23% vs 200W; near highs","Above rising 20M, bullish stack, +24% vs 50M; near highs","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,10.8
2026-07-26 18:20,NUVAMA,NSE_EQ,1980.1,"Above rising 50D, bullish stack, +33% vs 200D; near highs","Above rising 50W, bullish stack, +77% vs 200W; near highs","Above rising 20M, bullish stack, +79% vs 50M; near highs","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,10.8
2026-07-26 18:20,MANKIND,NSE_EQ,2507.2,"Above rising 50D, bullish stack, +7% vs 200D; mid-range","Above rising 50W, bullish stack, +18% vs 200W; mid-range","Above rising 20M, bullish stack, +19% vs 50M; near highs","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,10.8
2026-07-26 18:20,MANAPPURAM,NSE_EQ,352.95,"Above rising 50D, bullish stack, +20% vs 200D; near highs","Above rising 50W, bullish stack, +59% vs 200W; near highs","Above rising 20M, bullish stack, +61% vs 50M; near highs","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,10.8
2026-07-26 18:20,OFSS,NSE_EQ,10652.0,"Above rising 50D, bullish stack, +18% vs 200D; mid-range","Above rising 50W, bullish stack, +42% vs 200W; mid-range","Above rising 20M, bullish stack, +44% vs 50M; near highs","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,10.8
2026-07-26 18:20,LAURUSLABS,NSE_EQ,1601.2,"Above rising 50D, bullish stack, +38% vs 200D; near highs","Above rising 50W, bullish stack, +119% vs 200W; near highs","Above rising 20M, bullish stack, +121% vs 50M; near highs","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,10.8
2026-07-26 18:20,IDFCFIRSTB,NSE_EQ,80.79,"Above rising 50D, bullish stack, +9% vs 200D; mid-range","Above rising 50W, bullish stack, +17% vs 200W; mid-range","Above rising 20M, bullish stack, +18% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,10.8
2026-07-26 18:20,ICICIBANK,NSE_EQ,1432.9,"Above rising 50D, bullish stack, +7% vs 200D; mid-range","Above rising 50W, bullish stack, +23% vs 200W; near highs","Above rising 20M, bullish stack, +25% vs 50M; near highs","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,10.8
2026-07-26 18:20,RADICO,NSE_EQ,4091.3,"Above rising 50D, bullish stack, +26% vs 200D; near highs","Above rising 50W, bullish stack, +81% vs 200W; near highs","Above rising 20M, bullish stack, +84% vs 50M; near highs","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,10.8
2026-07-26 18:20,SIEMENS,NSE_EQ,3689.8,"Above rising 50D, bullish stack, +9% vs 200D; mid-range","Above rising 50W, bullish stack, +36% vs 200W; mid-range","Above rising 20M, bullish stack, +38% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,10.8
2026-07-26 18:20,UNIONBANK,NSE_EQ,170.5,"Above rising 50D, mixed stack, +4% vs 200D; mid-range","Above rising 50W, bullish stack, +34% vs 200W; mid-range","Above rising 20M, bullish stack, +35% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,9.8
2026-07-26 18:20,UNITDSPR,NSE_EQ,1467.2,"Above rising 50D, bullish stack, +9% vs 200D; near highs","Above rising 50W, mixed stack, +20% vs 200W; near highs","Above rising 20M, bullish stack, +21% vs 50M; near highs","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,9.5
2026-07-26 18:20,INDIGO,NSE_EQ,4985.0,"Above rising 50D, bullish stack, +2% vs 200D; mid-range","Above rising 50W, mixed stack, +22% vs 200W; mid-range","Above rising 20M, bullish stack, +25% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,9.5
2026-07-26 18:20,INDHOTEL,NSE_EQ,727.45,"Above rising 50D, bullish stack, +5% vs 200D; mid-range","Above rising 50W, mixed stack, +24% vs 200W; mid-range","Above rising 20M, bullish stack, +27% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,9.5
2026-07-26 18:20,MAXHEALTH,NSE_EQ,1080.4,"Above rising 50D, bullish stack, +2% vs 200D; mid-range","Above rising 50W, mixed stack, +24% vs 200W; mid-range","Above rising 20M, bullish stack, +27% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,9.5
2026-07-26 18:20,ETERNAL,NSE_EQ,280.0,"Above rising 50D, bullish stack, +5% vs 200D; mid-range","Above rising 50W, mixed stack, +30% vs 200W; mid-range","Above rising 20M, bullish stack, +33% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,9.5
2026-07-26 18:20,ADANIPORTS,NSE_EQ,1768.3,"Below rising 50D, bullish stack, +10% vs 200D; mid-range","Above rising 50W, bullish stack, +42% vs 200W; mid-range","Above rising 20M, bullish stack, +45% vs 50M; near highs","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,8.8
2026-07-26 18:20,CGPOWER,NSE_EQ,867.7,"Below rising 50D, bullish stack, +10% vs 200D; mid-range","Above rising 50W, bullish stack, +49% vs 200W; mid-range","Above rising 20M, bullish stack, +52% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,8.8
2026-07-26 18:20,GLENMARK,NSE_EQ,2192.0,"Below rising 50D, bullish stack, +4% vs 200D; mid-range","Above rising 50W, bullish stack, +49% vs 200W; mid-range","Above rising 20M, bullish stack, +51% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,8.8
2026-07-26 18:20,FORTIS,NSE_EQ,948.7,"Below rising 50D, bullish stack, +4% vs 200D; mid-range","Above rising 50W, bullish stack, +47% vs 200W; mid-range","Above rising 20M, bullish stack, +51% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,8.8
2026-07-26 18:20,MOTILALOFS,NSE_EQ,871.95,"Below rising 50D, bullish stack, +2% vs 200D; mid-range","Above rising 50W, bullish stack, +37% vs 200W; mid-range","Above rising 20M, bullish stack, +42% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,8.8
2026-07-26 18:20,LUPIN,NSE_EQ,2370.5,"Below rising 50D, bullish stack, +6% vs 200D; mid-range","Above rising 50W, bullish stack, +34% vs 200W; mid-range","Above rising 20M, bullish stack, +36% vs 50M; near highs","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,8.8
2026-07-26 18:20,JSWENERGY,NSE_EQ,551.65,"Below rising 50D, bullish stack, +4% vs 200D; mid-range","Above rising 50W, bullish stack, +18% vs 200W; mid-range","Above rising 20M, bullish stack, +20% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,8.8
2026-07-26 18:20,NAM-INDIA,NSE_EQ,1112.5,"Below rising 50D, bullish stack, +13% vs 200D; mid-range","Above rising 50W, bullish stack, +64% vs 200W; mid-range","Above rising 20M, bullish stack, +67% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,8.8
2026-07-26 18:20,RBLBANK,NSE_EQ,352.9,"Below rising 50D, bullish stack, +10% vs 200D; mid-range","Above rising 50W, bullish stack, +38% vs 200W; mid-range","Above rising 20M, bullish stack, +38% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,8.8
2026-07-26 18:20,SHRIRAMFIN,NSE_EQ,1005.1,"Below rising 50D, bullish stack, +9% vs 200D; mid-range","Above rising 50W, bullish stack, +59% vs 200W; mid-range","Above rising 20M, bullish stack, +61% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,8.8
2026-07-26 18:20,SBIN,NSE_EQ,1015.0,"Below rising 50D, bullish stack, +2% vs 200D; mid-range","Above rising 50W, bullish stack, +29% vs 200W; mid-range","Above rising 20M, bullish stack, +31% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,8.8
2026-07-26 18:20,BANKINDIA,NSE_EQ,142.62,"Below rising 50D, mixed stack, +0% vs 200D; mid-range","Above rising 50W, bullish stack, +22% vs 200W; mid-range","Above rising 20M, bullish stack, +23% vs 50M; mid-range","LT(M) up, Wkly up, Daily flat — uptrend intact, short-term pullback (dip-buy zone).",STRONG BUY,7.8
2026-07-26 18:20,DELHIVERY,NSE_EQ,462.55,"Below rising 50D, bullish stack, +4% vs 200D; mid-range","Above rising 50W, bullish stack, +9% vs 200W; mid-range","Above rising 20M, mixed stack, +9% vs 50M; near highs","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,7.5
2026-07-26 18:20,BHARTIARTL,NSE_EQ,1898.2,"Above rising 50D, mixed stack, +0% vs 200D; mid-range","Above falling 50W, bullish stack, +26% vs 200W; mid-range","Above rising 20M, bullish stack, +29% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,7.2
2026-07-26 18:20,INDUSINDBK,NSE_EQ,996.05,"Above rising 50D, bullish stack, +10% vs 200D; mid-range","Above rising 50W, mixed stack, -3% vs 200W; mid-range","Above rising 20M, bearish stack, -4% vs 50M; near highs","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,6.9
2026-07-26 18:20,POLYCAB,NSE_EQ,8907.5,"Below falling 50D, bullish stack, +8% vs 200D; mid-range","Above rising 50W, bullish stack, +49% vs 200W; mid-range","Above rising 20M, bullish stack, +51% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",STRONG BUY,6.8
2026-07-26 18:20,AUBANK,NSE_EQ,1004.0,"Below falling 50D, bullish stack, +6% vs 200D; mid-range","Above rising 50W, bullish stack, +34% vs 200W; mid-range","Above rising 20M, bullish stack, +36% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",STRONG BUY,6.8
2026-07-26 18:20,CAMS,NSE_EQ,761.45,"Below falling 50D, bullish stack, +1% vs 200D; mid-range","Above rising 50W, bullish stack, +12% vs 200W; mid-range","Above rising 20M, bullish stack, +14% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",STRONG BUY,6.8
2026-07-26 18:20,ADANIPOWER,NSE_EQ,213.66,"Below falling 50D, bullish stack, +18% vs 200D; mid-range","Above rising 50W, bullish stack, +80% vs 200W; mid-range","Above rising 20M, bullish stack, +82% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",STRONG BUY,6.8
2026-07-26 18:20,ANGELONE,NSE_EQ,307.95,"Below falling 50D, bullish stack, +6% vs 200D; mid-range","Above rising 50W, bullish stack, +32% vs 200W; mid-range","Above rising 20M, bullish stack, +35% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",STRONG BUY,6.8
2026-07-26 18:20,IDEA,NSE_EQ,13.13,"Below rising 50D, bullish stack, +15% vs 200D; mid-range","Above rising 50W, mixed stack, +11% vs 200W; mid-range","Above rising 20M, mixed stack, +7% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,6.2
2026-07-26 18:20,YESBANK,NSE_EQ,22.95,"Below rising 50D, bullish stack, +5% vs 200D; mid-range","Above rising 50W, mixed stack, -12% vs 200W; mid-range","Above rising 20M, mixed stack, -16% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,6.2
2026-07-26 18:20,ADANIGREEN,NSE_EQ,1395.1,"Below rising 50D, bullish stack, +15% vs 200D; mid-range","Above rising 50W, mixed stack, +16% vs 200W; mid-range","Above rising 20M, mixed stack, +17% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",STRONG BUY,6.2
2026-07-26 18:20,TECHM,NSE_EQ,1559.5,"Above rising 50D, mixed stack, +5% vs 200D; mid-range","Above falling 50W, mixed stack, +12% vs 200W; mid-range","Above rising 20M, bullish stack, +14% vs 50M; mid-range","LT(M) up, Wkly flat, Daily up — long-term up but weekly weakening — wait for weekly to stabilize.",BUY,5.9
2026-07-26 18:20,ULTRACEMCO,NSE_EQ,11846.0,"Above rising 50D, mixed stack, +1% vs 200D; mid-range","Above falling 50W, mixed stack, +15% vs 200W; mid-range","Above rising 20M, bullish stack, +17% vs 50M; mid-range","LT(M) up, Wkly flat, Daily up — long-term up but weekly weakening — wait for weekly to stabilize.",BUY,5.9
2026-07-26 18:20,KEI,NSE_EQ,4868.0,"Below falling 50D, mixed stack, +4% vs 200D; mid-range","Above rising 50W, bullish stack, +40% vs 200W; mid-range","Above rising 20M, bullish stack, +43% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",BUY,5.8
2026-07-26 18:20,INDIANB,NSE_EQ,826.1,"Below falling 50D, mixed stack, +0% vs 200D; mid-range","Above rising 50W, bullish stack, +41% vs 200W; mid-range","Above rising 20M, bullish stack, +43% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",BUY,5.8
2026-07-26 18:20,NMDC,NSE_EQ,83.56,"Below falling 50D, mixed stack, +1% vs 200D; mid-range","Above rising 50W, bullish stack, +22% vs 200W; mid-range","Above rising 20M, bullish stack, +24% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",BUY,5.8
2026-07-26 18:20,JSWSTEEL,NSE_EQ,1240.8,"Below falling 50D, mixed stack, +3% vs 200D; mid-range","Above rising 50W, bullish stack, +29% vs 200W; mid-range","Above rising 20M, bullish stack, +31% vs 50M; near highs","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",BUY,5.8
2026-07-26 18:20,MCX,NSE_EQ,2730.0,"Below falling 50D, mixed stack, +10% vs 200D; mid-range","Above rising 50W, bullish stack, +94% vs 200W; mid-range","Above rising 20M, bullish stack, +98% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",BUY,5.8
